, income_annum, loan_amount, loan_term, cibil_score,approved
4189,8600000,23300000,12,785,1
4190,4500000,11400000,10,388,0
4191,9900000,37300000,8,385,0
4192,3200000,8100000,10,670,1
4193,8900000,19100000,20,329,0
4194,2100000,4900000,12,651,1
4195,7100000,26000000,16,727,1
4196,7800000,28900000,14,646,1
4197,8600000,23200000,12,894,1
4198,5100000,17000000,10,477,0
4199,600000,2000000,20,811,1
4200,6600000,21200000,18,377,0
4201,4700000,17000000,18,802,1
4202,7700000,19700000,14,885,1
4203,6400000,21900000,6,437,0
4204,1100000,2500000,20,615,1
4205,8900000,17800000,20,603,1
4206,2100000,8300000,20,765,1
4207,2300000,5800000,8,469,0
4208,8300000,17700000,16,848,1
4209,900000,2700000,20,327,0
4210,9200000,35000000,4,716,1
4211,9800000,28300000,2,715,1
4212,200000,600000,12,683,1
4213,3200000,9700000,6,737,1
4214,7800000,27000000,6,728,1
4215,8300000,30000000,18,350,0
4216,2100000,5200000,14,802,1
4217,400000,1400000,4,483,1
4218,7700000,21800000,18,684,1
4219,5600000,16500000,20,692,1
4220,8400000,31000000,4,783,1
4221,1300000,4300000,18,412,0
4222,8700000,30200000,10,447,0
4223,2700000,8400000,14,610,1
4224,800000,1800000,8,881,1
4225,3800000,10300000,16,606,1
4226,700000,2600000,2,869,1
4227,400000,1400000,2,496,1
4228,3200000,9300000,6,483,0
4229,7500000,22200000,8,741,1
4230,3700000,13500000,4,820,1
4231,3300000,9100000,18,697,1
4232,200000,500000,20,713,1
4233,7100000,17000000,6,754,1
4234,1500000,5100000,14,837,1
4235,3000000,6500000,2,691,1
4236,1900000,5300000,12,436,0
4237,9100000,30100000,8,322,0
4238,2200000,7500000,2,333,1
4239,8400000,23000000,14,455,0
4240,400000,700000,10,787,1
4241,5600000,15800000,16,748,1
4242,8200000,27100000,4,643,1
4243,1600000,3400000,8,867,1
4244,1800000,5600000,20,860,1
4245,6500000,23900000,2,507,1
4246,3100000,11500000,4,871,1
4247,3100000,9800000,12,820,1
4248,5300000,14500000,4,352,0
4249,1100000,4000000,14,887,1
4250,6000000,13400000,12,731,1
4251,6100000,14600000,18,645,1
4252,4100000,14100000,10,300,0
4253,7000000,26200000,12,896,1
4254,8900000,27700000,6,372,0
4255,4800000,12000000,6,441,0
4256,7400000,18300000,4,348,0
4257,9700000,27500000,18,343,0
4258,9700000,22600000,16,346,0
4259,4500000,11500000,14,509,0
4260,8800000,29300000,10,560,1
4261,3000000,7500000,6,881,1
4262,1300000,3000000,20,540,0
4263,5000000,12700000,14,865,1
4264,1000000,2300000,12,317,0
4265,3300000,11300000,20,559,1
4266,6500000,23900000,18,457,0
4267,4100000,12800000,8,780,1
4268,9200000,29700000,10,607,1
